appearance_id,kind,status,source_url,note,reviewed_at
captainamerica,leader,complete,https://thanosvibs.money/api/characters/captainamerica/skills,,2026-08-30T02:03:32.751Z
captainamerica,passive,complete,https://thanosvibs.money/api/characters/captainamerica/skills,,2026-08-30T02:03:32.751Z
captainamerica,uniform_effect,not_applicable,https://thanosvibs.money/api/characters/captainamerica/skills,Base appearances do not have a uniform passive.,2026-08-30T02:03:32.751Z
captainamerica1,leader,complete,https://thanosvibs.money/api/characters/captainamerica1/skills,,2026-08-30T02:03:32.751Z
captainamerica1,passive,complete,https://thanosvibs.money/api/characters/captainamerica1/skills,,2026-08-30T02:03:32.751Z
captainamerica1,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica1/skills,,2026-08-30T02:03:32.751Z
captainamerica2,leader,complete,https://thanosvibs.money/api/characters/captainamerica2/skills,,2026-08-30T02:03:32.751Z
captainamerica2,passive,complete,https://thanosvibs.money/api/characters/captainamerica2/skills,,2026-08-30T02:03:32.751Z
captainamerica2,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica2/skills,,2026-08-30T02:03:32.751Z
captainamerica3,leader,complete,https://thanosvibs.money/api/characters/captainamerica3/skills,,2026-08-30T02:03:32.751Z
captainamerica3,passive,complete,https://thanosvibs.money/api/characters/captainamerica3/skills,,2026-08-30T02:03:32.751Z
captainamerica3,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica3/skills,,2026-08-30T02:03:32.751Z
captainamerica4,leader,complete,https://thanosvibs.money/api/characters/captainamerica4/skills,,2026-08-30T02:03:32.751Z
captainamerica4,passive,complete,https://thanosvibs.money/api/characters/captainamerica4/skills,,2026-08-30T02:03:32.751Z
captainamerica4,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica4/skills,,2026-08-30T02:03:32.751Z
captainamerica5,leader,complete,https://thanosvibs.money/api/characters/captainamerica5/skills,,2026-08-30T02:03:32.751Z
captainamerica5,passive,complete,https://thanosvibs.money/api/characters/captainamerica5/skills,,2026-08-30T02:03:32.751Z
captainamerica5,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica5/skills,,2026-08-30T02:03:32.751Z
captainamerica6,leader,complete,https://thanosvibs.money/api/characters/captainamerica6/skills,,2026-08-30T02:03:32.751Z
captainamerica6,passive,complete,https://thanosvibs.money/api/characters/captainamerica6/skills,,2026-08-30T02:03:32.751Z
captainamerica6,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica6/skills,,2026-08-30T02:03:32.751Z
captainamerica9,leader,complete,https://thanosvibs.money/api/characters/captainamerica9/skills,,2026-08-30T02:03:32.751Z
captainamerica9,passive,complete,https://thanosvibs.money/api/characters/captainamerica9/skills,,2026-08-30T02:03:32.751Z
captainamerica9,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica9/skills,,2026-08-30T02:03:32.751Z
captainamerica8,leader,complete,https://thanosvibs.money/api/characters/captainamerica8/skills,,2026-08-30T02:03:32.751Z
captainamerica8,passive,complete,https://thanosvibs.money/api/characters/captainamerica8/skills,,2026-08-30T02:03:32.751Z
captainamerica8,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica8/skills,,2026-08-30T02:03:32.751Z
captainamerica10,leader,complete,https://thanosvibs.money/api/characters/captainamerica10/skills,,2026-08-30T02:03:32.751Z
captainamerica10,passive,complete,https://thanosvibs.money/api/characters/captainamerica10/skills,,2026-08-30T02:03:32.751Z
captainamerica10,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica10/skills,,2026-08-30T02:03:32.751Z
captainamerica11,leader,complete,https://thanosvibs.money/api/characters/captainamerica11/skills,,2026-08-30T02:03:32.751Z
captainamerica11,passive,complete,https://thanosvibs.money/api/characters/captainamerica11/skills,,2026-08-30T02:03:32.751Z
captainamerica11,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica11/skills,,2026-08-30T02:03:32.751Z
captainamerica12,leader,complete,https://thanosvibs.money/api/characters/captainamerica12/skills,,2026-08-30T02:03:32.751Z
captainamerica12,passive,complete,https://thanosvibs.money/api/characters/captainamerica12/skills,,2026-08-30T02:03:32.751Z
captainamerica12,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica12/skills,,2026-08-30T02:03:32.751Z
captainamerica13,leader,complete,https://thanosvibs.money/api/characters/captainamerica13/skills,,2026-08-30T02:03:32.751Z
captainamerica13,passive,complete,https://thanosvibs.money/api/characters/captainamerica13/skills,,2026-08-30T02:03:32.751Z
captainamerica13,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica13/skills,,2026-08-30T02:03:32.751Z
captainamerica14,leader,complete,https://thanosvibs.money/api/characters/captainamerica14/skills,,2026-08-30T02:03:32.751Z
captainamerica14,passive,complete,https://thanosvibs.money/api/characters/captainamerica14/skills,,2026-08-30T02:03:32.751Z
captainamerica14,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica14/skills,,2026-08-30T02:03:32.751Z
captainamerica15,leader,complete,https://thanosvibs.money/api/characters/captainamerica15/skills,,2026-08-30T02:03:32.751Z
captainamerica15,passive,complete,https://thanosvibs.money/api/characters/captainamerica15/skills,,2026-08-30T02:03:32.751Z
captainamerica15,uniform_effect,complete,https://thanosvibs.money/api/characters/captainamerica15/skills,,2026-08-30T02:03:32.751Z
ikaris,leader,complete,https://thanosvibs.money/api/characters/ikaris/skills,,2026-08-30T02:03:32.751Z
ikaris,passive,complete,https://thanosvibs.money/api/characters/ikaris/skills,,2026-08-30T02:03:32.751Z
ikaris,uniform_effect,not_applicable,https://thanosvibs.money/api/characters/ikaris/skills,Base appearances do not have a uniform passive.,2026-08-30T02:03:32.751Z
ikaris1,leader,complete,https://thanosvibs.money/api/characters/ikaris1/skills,,2026-08-30T02:03:32.751Z
ikaris1,passive,complete,https://thanosvibs.money/api/characters/ikaris1/skills,,2026-08-30T02:03:32.751Z
ikaris1,uniform_effect,complete,https://thanosvibs.money/api/characters/ikaris1/skills,,2026-08-30T02:03:32.751Z
sersi,leader,complete,https://thanosvibs.money/api/characters/sersi/skills,,2026-08-30T02:03:32.751Z
sersi,passive,complete,https://thanosvibs.money/api/characters/sersi/skills,,2026-08-30T02:03:32.751Z
sersi,uniform_effect,not_applicable,https://thanosvibs.money/api/characters/sersi/skills,Base appearances do not have a uniform passive.,2026-08-30T02:03:32.751Z
sersi1,leader,complete,https://thanosvibs.money/api/characters/sersi1/skills,,2026-08-30T02:03:32.751Z
sersi1,passive,complete,https://thanosvibs.money/api/characters/sersi1/skills,,2026-08-30T02:03:32.751Z
sersi1,uniform_effect,complete,https://thanosvibs.money/api/characters/sersi1/skills,,2026-08-30T02:03:32.751Z
daredevil,leader,complete,https://thanosvibs.money/api/characters/daredevil/skills,,2026-08-30T02:03:32.751Z
daredevil,passive,complete,https://thanosvibs.money/api/characters/daredevil/skills,,2026-08-30T02:03:32.751Z
daredevil,uniform_effect,not_applicable,https://thanosvibs.money/api/characters/daredevil/skills,Base appearances do not have a uniform passive.,2026-08-30T02:03:32.751Z
daredevil1,leader,complete,https://thanosvibs.money/api/characters/daredevil1/skills,,2026-08-30T02:03:32.751Z
daredevil1,passive,complete,https://thanosvibs.money/api/characters/daredevil1/skills,,2026-08-30T02:03:32.751Z
daredevil1,uniform_effect,complete,https://thanosvibs.money/api/characters/daredevil1/skills,,2026-08-30T02:03:32.751Z
daredevil2,leader,complete,https://thanosvibs.money/api/characters/daredevil2/skills,,2026-08-30T02:03:32.751Z
daredevil2,passive,complete,https://thanosvibs.money/api/characters/daredevil2/skills,,2026-08-30T02:03:32.751Z
daredevil2,uniform_effect,complete,https://thanosvibs.money/api/characters/daredevil2/skills,,2026-08-30T02:03:32.751Z
daredevil3,leader,complete,https://thanosvibs.money/api/characters/daredevil3/skills,,2026-08-30T02:03:32.751Z
daredevil3,passive,complete,https://thanosvibs.money/api/characters/daredevil3/skills,,2026-08-30T02:03:32.751Z
daredevil3,uniform_effect,complete,https://thanosvibs.money/api/characters/daredevil3/skills,,2026-08-30T02:03:32.751Z
daredevil4,leader,complete,https://thanosvibs.money/api/characters/daredevil4/skills,,2026-08-30T02:03:32.751Z
daredevil4,passive,complete,https://thanosvibs.money/api/characters/daredevil4/skills,,2026-08-30T02:03:32.751Z
daredevil4,uniform_effect,complete,https://thanosvibs.money/api/characters/daredevil4/skills,,2026-08-30T02:03:32.751Z
ironfist,leader,complete,https://thanosvibs.money/api/characters/ironfist/skills,,2026-08-30T02:03:32.751Z
ironfist,passive,complete,https://thanosvibs.money/api/characters/ironfist/skills,,2026-08-30T02:03:32.751Z
ironfist,uniform_effect,not_applicable,https://thanosvibs.money/api/characters/ironfist/skills,Base appearances do not have a uniform passive.,2026-08-30T02:03:32.751Z
ironfist1,leader,complete,https://thanosvibs.money/api/characters/ironfist1/skills,,2026-08-30T02:03:32.751Z
ironfist1,passive,complete,https://thanosvibs.money/api/characters/ironfist1/skills,,2026-08-30T02:03:32.751Z
ironfist1,uniform_effect,complete,https://thanosvibs.money/api/characters/ironfist1/skills,,2026-08-30T02:03:32.751Z
ironfist2,leader,complete,https://thanosvibs.money/api/characters/ironfist2/skills,,2026-08-30T02:03:32.751Z
ironfist2,passive,complete,https://thanosvibs.money/api/characters/ironfist2/skills,,2026-08-30T02:03:32.751Z
ironfist2,uniform_effect,complete,https://thanosvibs.money/api/characters/ironfist2/skills,,2026-08-30T02:03:32.751Z
ironfist3,leader,complete,https://thanosvibs.money/api/characters/ironfist3/skills,,2026-08-30T02:03:32.751Z
ironfist3,passive,complete,https://thanosvibs.money/api/characters/ironfist3/skills,,2026-08-30T02:03:32.751Z
ironfist3,uniform_effect,complete,https://thanosvibs.money/api/characters/ironfist3/skills,,2026-08-30T02:03:32.751Z
ironfist4,leader,complete,https://thanosvibs.money/api/characters/ironfist4/skills,,2026-08-30T02:03:32.751Z
ironfist4,passive,complete,https://thanosvibs.money/api/characters/ironfist4/skills,,2026-08-30T02:03:32.751Z
ironfist4,uniform_effect,complete,https://thanosvibs.money/api/characters/ironfist4/skills,,2026-08-30T02:03:32.751Z
jessicajones,leader,complete,https://thanosvibs.money/api/characters/jessicajones/skills,,2026-08-30T02:03:32.751Z
jessicajones,passive,complete,https://thanosvibs.money/api/characters/jessicajones/skills,,2026-08-30T02:03:32.751Z
jessicajones,uniform_effect,not_applicable,https://thanosvibs.money/api/characters/jessicajones/skills,Base appearances do not have a uniform passive.,2026-08-30T02:03:32.751Z
jessicajones1,leader,complete,https://thanosvibs.money/api/characters/jessicajones1/skills,,2026-08-30T02:03:32.751Z
jessicajones1,passive,complete,https://thanosvibs.money/api/characters/jessicajones1/skills,,2026-08-30T02:03:32.751Z
jessicajones1,uniform_effect,complete,https://thanosvibs.money/api/characters/jessicajones1/skills,,2026-08-30T02:03:32.751Z
lukecage,leader,complete,https://thanosvibs.money/api/characters/lukecage/skills,,2026-08-30T02:03:32.751Z
lukecage,passive,complete,https://thanosvibs.money/api/characters/lukecage/skills,,2026-08-30T02:03:32.751Z
lukecage,uniform_effect,not_applicable,https://thanosvibs.money/api/characters/lukecage/skills,Base appearances do not have a uniform passive.,2026-08-30T02:03:32.751Z
lukecage1,leader,complete,https://thanosvibs.money/api/characters/lukecage1/skills,,2026-08-30T02:03:32.751Z
lukecage1,passive,complete,https://thanosvibs.money/api/characters/lukecage1/skills,,2026-08-30T02:03:32.751Z
lukecage1,uniform_effect,complete,https://thanosvibs.money/api/characters/lukecage1/skills,,2026-08-30T02:03:32.751Z
lukecage2,leader,complete,https://thanosvibs.money/api/characters/lukecage2/skills,,2026-08-30T02:03:32.751Z
lukecage2,passive,complete,https://thanosvibs.money/api/characters/lukecage2/skills,,2026-08-30T02:03:32.751Z
lukecage2,uniform_effect,complete,https://thanosvibs.money/api/characters/lukecage2/skills,,2026-08-30T02:03:32.751Z
lukecage3,leader,complete,https://thanosvibs.money/api/characters/lukecage3/skills,,2026-08-30T02:03:32.751Z
lukecage3,passive,complete,https://thanosvibs.money/api/characters/lukecage3/skills,,2026-08-30T02:03:32.751Z
lukecage3,uniform_effect,complete,https://thanosvibs.money/api/characters/lukecage3/skills,,2026-08-30T02:03:32.751Z
antman,leader,complete,https://thanosvibs.money/api/characters/antman/skills,,2026-08-30T02:03:32.751Z
antman,passive,complete,https://thanosvibs.money/api/characters/antman/skills,,2026-08-30T02:03:32.751Z
antman,uniform_effect,not_applicable,https://thanosvibs.money/api/characters/antman/skills,Base appearances do not have a uniform passive.,2026-08-30T02:03:32.751Z
antman1,leader,complete,https://thanosvibs.money/api/characters/antman1/skills,,2026-08-30T02:03:32.751Z
antman1,passive,complete,https://thanosvibs.money/api/characters/antman1/skills,,2026-08-30T02:03:32.751Z
antman1,uniform_effect,complete,https://thanosvibs.money/api/characters/antman1/skills,,2026-08-30T02:03:32.751Z
antman2,leader,complete,https://thanosvibs.money/api/characters/antman2/skills,,2026-08-30T02:03:32.751Z
antman2,passive,complete,https://thanosvibs.money/api/characters/antman2/skills,,2026-08-30T02:03:32.751Z
antman2,uniform_effect,complete,https://thanosvibs.money/api/characters/antman2/skills,,2026-08-30T02:03:32.751Z
antman3,leader,complete,https://thanosvibs.money/api/characters/antman3/skills,,2026-08-30T02:03:32.751Z
antman3,passive,complete,https://thanosvibs.money/api/characters/antman3/skills,,2026-08-30T02:03:32.751Z
antman3,uniform_effect,complete,https://thanosvibs.money/api/characters/antman3/skills,,2026-08-30T02:03:32.751Z
antman4,leader,complete,https://thanosvibs.money/api/characters/antman4/skills,,2026-08-30T02:03:32.751Z
antman4,passive,complete,https://thanosvibs.money/api/characters/antman4/skills,,2026-08-30T02:03:32.751Z
antman4,uniform_effect,complete,https://thanosvibs.money/api/characters/antman4/skills,,2026-08-30T02:03:32.751Z
antman5,leader,complete,https://thanosvibs.money/api/characters/antman5/skills,,2026-08-30T02:03:32.751Z
antman5,passive,complete,https://thanosvibs.money/api/characters/antman5/skills,,2026-08-30T02:03:32.751Z
antman5,uniform_effect,complete,https://thanosvibs.money/api/characters/antman5/skills,,2026-08-30T02:03:32.751Z
antman6,leader,complete,https://thanosvibs.money/api/characters/antman6/skills,,2026-08-30T02:03:32.751Z
antman6,passive,complete,https://thanosvibs.money/api/characters/antman6/skills,,2026-08-30T02:03:32.751Z
antman6,uniform_effect,complete,https://thanosvibs.money/api/characters/antman6/skills,,2026-08-30T02:03:32.751Z
apocalypse,leader,complete,https://thanosvibs.money/api/characters/apocalypse/skills,,2026-08-30T02:03:32.751Z
apocalypse,passive,complete,https://thanosvibs.money/api/characters/apocalypse/skills,,2026-08-30T02:03:32.751Z
apocalypse,uniform_effect,not_applicable,https://thanosvibs.money/api/characters/apocalypse/skills,Base appearances do not have a uniform passive.,2026-08-30T02:03:32.751Z
apocalypse1,leader,complete,https://thanosvibs.money/api/characters/apocalypse1/skills,,2026-08-30T02:03:32.751Z
apocalypse1,passive,complete,https://thanosvibs.money/api/characters/apocalypse1/skills,,2026-08-30T02:03:32.751Z
apocalypse1,uniform_effect,complete,https://thanosvibs.money/api/characters/apocalypse1/skills,,2026-08-30T02:03:32.751Z
apocalypse2,leader,complete,https://thanosvibs.money/api/characters/apocalypse2/skills,,2026-08-30T02:03:32.751Z
apocalypse2,passive,complete,https://thanosvibs.money/api/characters/apocalypse2/skills,,2026-08-30T02:03:32.751Z
apocalypse2,uniform_effect,complete,https://thanosvibs.money/api/characters/apocalypse2/skills,,2026-08-30T02:03:32.751Z
apocalypse3,leader,complete,https://thanosvibs.money/api/characters/apocalypse3/skills,,2026-08-30T02:03:32.751Z
apocalypse3,passive,complete,https://thanosvibs.money/api/characters/apocalypse3/skills,,2026-08-30T02:03:32.751Z
apocalypse3,uniform_effect,complete,https://thanosvibs.money/api/characters/apocalypse3/skills,,2026-08-30T02:03:32.751Z
blackbolt,leader,complete,https://thanosvibs.money/api/characters/blackbolt/skills,,2026-08-30T02:03:32.751Z
blackbolt,passive,complete,https://thanosvibs.money/api/characters/blackbolt/skills,,2026-08-30T02:03:32.751Z
blackbolt,uniform_effect,not_applicable,https://thanosvibs.money/api/characters/blackbolt/skills,Base appearances do not have a uniform passive.,2026-08-30T02:03:32.751Z
blackbolt1,leader,complete,https://thanosvibs.money/api/characters/blackbolt1/skills,,2026-08-30T02:03:32.751Z
blackbolt1,passive,complete,https://thanosvibs.money/api/characters/blackbolt1/skills,,2026-08-30T02:03:32.751Z
blackbolt1,uniform_effect,complete,https://thanosvibs.money/api/characters/blackbolt1/skills,,2026-08-30T02:03:32.751Z
blackbolt2,leader,complete,https://thanosvibs.money/api/characters/blackbolt2/skills,,2026-08-30T02:03:32.751Z
blackbolt2,passive,complete,https://thanosvibs.money/api/characters/blackbolt2/skills,,2026-08-30T02:03:32.751Z
blackbolt2,uniform_effect,complete,https://thanosvibs.money/api/characters/blackbolt2/skills,,2026-08-30T02:03:32.751Z
blackbolt3,leader,complete,https://thanosvibs.money/api/characters/blackbolt3/skills,,2026-08-30T02:03:32.751Z
blackbolt3,passive,complete,https://thanosvibs.money/api/characters/blackbolt3/skills,,2026-08-30T02:03:32.751Z
blackbolt3,uniform_effect,complete,https://thanosvibs.money/api/characters/blackbolt3/skills,,2026-08-30T02:03:32.751Z
blackbolt4,leader,complete,https://thanosvibs.money/api/characters/blackbolt4/skills,,2026-08-30T02:03:32.751Z
blackbolt4,passive,complete,https://thanosvibs.money/api/characters/blackbolt4/skills,,2026-08-30T02:03:32.751Z
blackbolt4,uniform_effect,complete,https://thanosvibs.money/api/characters/blackbolt4/skills,,2026-08-30T02:03:32.751Z
blackpanther,leader,complete,https://thanosvibs.money/api/characters/blackpanther/skills,,2026-08-30T02:03:32.751Z
blackpanther,passive,complete,https://thanosvibs.money/api/characters/blackpanther/skills,,2026-08-30T02:03:32.751Z
blackpanther,uniform_effect,not_applicable,https://thanosvibs.money/api/characters/blackpanther/skills,Base appearances do not have a uniform passive.,2026-08-30T02:03:32.751Z
blackpanther1,leader,complete,https://thanosvibs.money/api/characters/blackpanther1/skills,,2026-08-30T02:03:32.751Z
blackpanther1,passive,complete,https://thanosvibs.money/api/characters/blackpanther1/skills,,2026-08-30T02:03:32.751Z
blackpanther1,uniform_effect,complete,https://thanosvibs.money/api/characters/blackpanther1/skills,,2026-08-30T02:03:32.751Z
blackpanther2,leader,complete,https://thanosvibs.money/api/characters/blackpanther2/skills,,2026-08-30T02:03:32.751Z
blackpanther2,passive,complete,https://thanosvibs.money/api/characters/blackpanther2/skills,,2026-08-30T02:03:32.751Z
blackpanther2,uniform_effect,complete,https://thanosvibs.money/api/characters/blackpanther2/skills,,2026-08-30T02:03:32.751Z
blackpanther3,leader,complete,https://thanosvibs.money/api/characters/blackpanther3/skills,,2026-08-30T02:03:32.751Z
